SPY US Equity,,,
Dates,PX_OPEN,PX_LAST,PX_VOLUME
2/25/1999,124.531,124.063,11633000
2/26/1999,124.75,123.563,9621300
3/1/1999,123.656,123.906,7607200
3/2/1999,124.5,122.813,9651500
3/3/1999,123.094,123.469,7881400
3/4/1999,124.063,125.031,8256400
3/5/1999,127.5,127.547,10703100
3/8/1999,128.281,128.375,4802200
3/9/1999,128.125,128.063,7893400
3/10/1999,128.469,129.188,3960100
3/11/1999,129.688,130.625,6583700
3/12/1999,131,129.375,5286500
3/15/1999,129.938,131.219,5394400
3/16/1999,131.125,130.719,4547500
3/17/1999,130.688,130.156,4524100
3/18/1999,129.781,132.25,3506300
3/19/1999,132.313,129.688,5526700
3/22/1999,130.063,129.938,4603800
3/23/1999,129.313,126.188,9713800
3/24/1999,126.844,126.906,6280900
3/25/1999,128.063,129.5,6639600
3/26/1999,128.625,128.563,6159700
3/29/1999,129.156,131.156,5863900
3/30/1999,129.938,130.469,5401400
3/31/1999,131.156,128.375,7413600
4/1/1999,129.688,129.344,7683600
4/5/1999,130.938,132.406,5791100
4/6/1999,132.188,132.094,5381300
4/7/1999,132.688,133.156,6248600
4/8/1999,133.188,134.844,5909100
4/9/1999,134.438,134.875,4365800
4/12/1999,133.469,136.313,8213200
4/13/1999,136.25,135.438,10071400
4/14/1999,136.063,133.156,11551700
4/15/1999,133.438,132.656,11150000
4/16/1999,132.906,131.531,6476200
4/19/1999,132.688,129.156,12442700
4/20/1999,129.813,131.125,9049600
4/21/1999,131.063,134.875,5772200
4/22/1999,135.125,136.156,6897400
4/23/1999,135.875,135.813,4593100
4/26/1999,136.5,136.594,3606500
4/27/1999,137.125,137.25,5147200
4/28/1999,136.438,135.375,5544300
4/29/1999,135.563,134.344,9824300
4/30/1999,135.094,133.25,10991900
5/3/1999,133.438,135.688,10709700
5/4/1999,135.125,133.75,10509300
5/5/1999,133.938,134.813,10032300
5/6/1999,134.438,133.984,13507200
5/7/1999,134.5,135,8680700
5/10/1999,134.844,134.328,5580100
5/11/1999,135.313,135.688,7000600
5/12/1999,135.75,136.75,13865800
5/13/1999,137.25,137.344,4485700
5/14/1999,134.563,133.781,8370100
5/17/1999,133.625,134.188,6268100
5/18/1999,134.531,133.938,8218600
5/19/1999,134.469,134.906,5052400
5/20/1999,135.125,134.094,4675400
5/21/1999,134.125,133.344,6414600
5/24/1999,133.844,131.125,7952000
5/25/1999,131.375,129,15406400
5/26/1999,129.313,130.438,12575900
5/27/1999,129.844,128.563,14515400
5/28/1999,129,130.203,8748000
6/1/1999,130.125,129.75,6705300
6/2/1999,129.75,129.875,6981900
6/3/1999,130.688,130.594,6076600
6/4/1999,131.469,133.219,9787200
6/7/1999,133.438,133.563,5299100
6/8/1999,133.375,132.25,4895700
6/9/1999,132.406,132.125,7409700
6/10/1999,131.438,130.906,7040700
6/11/1999,131.219,129.813,12824800
6/14/1999,130.688,129.938,6823500
6/15/1999,130.469,130.813,5700900
6/16/1999,132.375,133.313,7865800
6/17/1999,132.875,134.563,8162800
6/18/1999,134.063,134.313,2875100
6/21/1999,134.469,134.625,4646400
6/22/1999,134,133.688,5862400
6/23/1999,133,133.031,9629200
6/24/1999,132.875,132.031,9176900
6/25/1999,132.594,131.703,4087000
6/28/1999,132.688,133.313,5028900
6/29/1999,133,134.563,6956200
6/30/1999,134.625,137,16856100
7/1/1999,137,138.031,9939500
7/2/1999,138.125,139.406,3772800
7/6/1999,139.25,139.375,11221100
7/7/1999,139.063,139.563,3230700
7/8/1999,139.063,139.672,7101500
7/9/1999,140,140.5,2934700
7/12/1999,140.938,139.875,4436300
7/13/1999,139.375,139.375,6477600
7/14/1999,140,140.156,4382500
7/15/1999,140.781,141.047,3348600
7/16/1999,141.25,141.813,2281500
7/19/1999,142.188,140.875,4287000
7/20/1999,140.125,137.984,7060100
7/21/1999,138.094,137.828,4793700
7/22/1999,137.438,136.016,7804100
7/23/1999,136.656,135.75,4603000
7/26/1999,134.875,134.75,4333400
7/27/1999,136,135.875,5908500
7/28/1999,136.25,136.313,3955500
7/29/1999,134.938,134.406,7760600
7/30/1999,134.813,132.75,5994300
8/2/1999,132.75,133.063,6065500
8/3/1999,133.719,132.438,5445400
8/4/1999,132.719,130.625,6497900
8/5/1999,130.875,131.813,10322000
8/6/1999,131.219,130.375,7537700
8/9/1999,130.594,130.094,5565900
8/10/1999,129.875,128.656,9793300
8/11/1999,129.688,130.219,8003400
8/12/1999,130.688,130.141,7036800
8/13/1999,131.625,133.156,5857700
8/16/1999,133.125,133.75,3927000
8/17/1999,134.438,134.625,4808000
8/18/1999,134.203,133.656,4355500
8/19/1999,132.375,132.563,6448100
8/20/1999,133.063,133.906,3663700
8/23/1999,134.813,136.469,5637800
8/24/1999,136.063,136.969,9279500
8/25/1999,137.188,138.375,6005300
8/26/1999,138.281,136.719,4322300
8/27/1999,136.875,135.063,6247400
8/30/1999,135.344,132.563,4652000
8/31/1999,132.938,132.063,11453700
9/1/1999,132.938,133.688,6863900
9/2/1999,132.125,132.109,10896300
9/3/1999,134.875,135.969,9160800
9/7/1999,136.063,135.469,4560800
9/8/1999,134.844,134.813,6159600
9/9/1999,134.75,134.75,6177800
9/10/1999,136.25,135.875,2934500
9/13/1999,135.125,134.953,2320500
9/14/1999,134.063,134.063,3736000
9/15/1999,135.438,131.938,6984500
9/16/1999,132.5,132.453,15377600
9/17/1999,132.625,133.75,8542300
9/20/1999,133.938,133.563,2803900
9/21/1999,132.25,130.75,9335200
9/22/1999,131.25,130.602,13009100
9/23/1999,131.813,127.875,12204200
9/24/1999,127.75,127.75,13792900
9/27/1999,128.75,128.594,6970300
9/28/1999,127.938,128.344,11063400
9/29/1999,128.438,126.813,7580300
9/30/1999,127.438,128.75,7498900
10/1/1999,127.938,128.469,11127100
10/4/1999,129.188,130.75,6341600
10/5/1999,130.719,130.625,11976000
10/6/1999,130.75,132.625,10308200
10/7/1999,132.859,131.875,6535600
10/8/1999,131.75,133.875,9674300
10/11/1999,133.594,133.656,4282000
10/12/1999,133.125,131.594,8686100
10/13/1999,130.688,128.188,10469300
10/14/1999,128.484,128.156,10562200
10/15/1999,126,124.875,14238700
10/18/1999,124.938,125.781,9758800
10/19/1999,127.188,127,14392900
10/20/1999,127.75,128.25,9759400
10/21/1999,127.219,129,9105400
10/22/1999,129.75,130.094,8309600
10/25/1999,129.313,129.438,8114300
10/26/1999,130.188,127.813,6256300
10/27/1999,128.375,130.125,5433300
10/28/1999,132.438,134.563,10509700
10/29/1999,135.844,137,10988600
11/1/1999,136.5,135.563,4006500
11/2/1999,135.969,134.594,6516900
11/3/1999,136,135.5,7222300
11/4/1999,136.75,136.531,7907500
11/5/1999,138.625,137.875,7431500
11/8/1999,137,138,4649200
11/9/1999,138.5,136.703,4533700
11/10/1999,136.25,137.719,6405600
11/11/1999,138.188,138.5,4794100
11/12/1999,139.25,139.75,11802900
11/15/1999,139.844,140.078,2187500
11/16/1999,140.563,141.25,7544800
11/17/1999,142.25,141.625,9459000
11/18/1999,142.438,142.625,4491000
11/19/1999,142.406,142.496,4832100
11/22/1999,142.438,142.469,4155400
11/23/1999,142.844,141.219,5918000
11/24/1999,140.75,141.969,4459700
11/26/1999,142.469,141.438,1693900
11/29/1999,140.875,140.938,7348600
11/30/1999,140.75,139.281,7682000
12/1/1999,139.313,140.406,6980200
12/2/1999,140.625,141.25,6698300
12/3/1999,143.031,143.844,10045400
12/6/1999,143.531,142.781,3138900
12/7/1999,143.281,141.625,10714200
12/8/1999,141.344,140.719,4611400
12/9/1999,141.813,141.406,6474700
12/10/1999,142.281,141.875,5127300
12/13/1999,141.438,142.125,4210800
12/14/1999,141.625,140.75,5739000
12/15/1999,140.375,141.5,6879100
12/16/1999,142.188,142.125,5854900
12/17/1999,143,142.688,4775400
12/20/1999,142.563,141.656,4608700
12/21/1999,141.594,143.813,7981300
12/22/1999,143.625,144.188,5377500
12/23/1999,145.016,146.484,5721700
12/27/1999,146.5,146.281,2691000
12/28/1999,145.875,146.188,4084500
12/29/1999,146.313,146.813,3001000
12/30/1999,147.125,146.641,3641300
12/31/1999,146.844,146.875,3172700
1/3/2000,148.25,145.438,8164300
1/4/2000,143.531,139.75,8089800
1/5/2000,139.938,140,12177900
1/6/2000,139.625,137.75,6227200
1/7/2000,140.313,145.75,8066500
1/10/2000,146.25,146.25,5741700
1/11/2000,145.813,144.5,7503700
1/12/2000,144.594,143.063,6907700
1/13/2000,144.469,145,5158300
1/14/2000,146.531,146.969,7437300
1/18/2000,145.344,145.813,6488500
1/19/2000,145.313,147,6157900
1/20/2000,146.969,144.75,5821500
1/21/2000,145.5,144.438,6244800
1/24/2000,145.656,140.344,7896900
1/25/2000,140.516,141.938,9942500
1/26/2000,141,140.813,5158100
1/27/2000,141.844,140.25,10922700
1/28/2000,139.438,135.875,11916200
1/31/2000,135.813,139.563,10768700
2/1/2000,139.75,140.938,8419900
2/2/2000,141.281,141.063,6205900
2/3/2000,140.875,143.188,7997500
2/4/2000,143.188,142.594,4925400
2/7/2000,142.563,142.375,5846800
2/8/2000,143.969,144.313,4936500
2/9/2000,144.469,141.281,8511500
2/10/2000,141.625,141.563,6690600
2/11/2000,141.844,138.688,9849800
2/14/2000,139.781,139.5,8528800
2/15/2000,139.25,141.094,11078300
2/16/2000,140.375,139,8845400
2/17/2000,140.438,138.281,7584200
2/18/2000,138.875,135.313,9409200
2/22/2000,135.188,134.969,16415400
2/23/2000,135.625,136.563,12119000
2/24/2000,136.688,133.813,17375000
2/25/2000,135.188,133.328,10559900
2/28/2000,133.375,136.125,13397800
2/29/2000,136.063,137.438,8242500
3/1/2000,137.625,138.438,6868000
3/2/2000,138.688,138.531,7600200
3/3/2000,140.438,141.125,12770300
3/6/2000,140.813,139.75,11967100
3/7/2000,140,137.047,20062000
3/8/2000,136.469,136.875,11808500
3/9/2000,137.25,140.875,5500900
3/10/2000,140.188,140.125,7924600
3/13/2000,136.688,138.594,10540400
3/14/2000,139.281,136.625,8263900
3/15/2000,136.875,139.813,10300800
3/16/2000,141.625,146.344,25601400
3/17/2000,145.813,146.938,10272900
3/20/2000,146.875,146.188,12502300
3/21/2000,145.531,149.188,13612600
3/22/2000,149.563,150.094,8260000
3/23/2000,149.156,152.656,11654500
3/24/2000,152.875,153.563,11462900
3/27/2000,153.375,151.938,8798600
3/28/2000,151.25,151.063,6334400
3/29/2000,151.563,151.219,6747500
3/30/2000,150.156,148.688,9491900
3/31/2000,149.625,150.375,9249100
4/3/2000,150.125,151.25,8508200
4/4/2000,151.75,145.75,21060400
4/5/2000,147.875,149.188,8227900
4/6/2000,150.25,150.484,6378500
4/7/2000,151.563,151.438,6023600
4/10/2000,151.75,150.844,9624200
4/11/2000,150,150.406,9006400
4/12/2000,150.375,146.281,10779700
4/13/2000,147.469,144.25,12226800
4/14/2000,142.625,136,29604000
4/17/2000,135.188,140.75,23918200
4/18/2000,140.563,144.469,11070700
4/19/2000,144.5,143.125,6553700
4/20/2000,143.563,143.813,8537600
4/24/2000,141.5,142.25,12893100
4/25/2000,144.625,148.156,14230300
4/26/2000,147.969,146.484,7711100
4/27/2000,143,146,15595300
4/28/2000,147,145.094,8743400
5/1/2000,146.563,147.063,7328300
5/2/2000,145.5,144.125,9411900
5/3/2000,144,140.75,12630700
5/4/2000,142,141.813,5963600
5/5/2000,141.063,143.531,7862400
5/8/2000,142.75,142.453,5064100
5/9/2000,143.063,141.313,5620300
5/10/2000,140.5,138.125,10293900
5/11/2000,140.125,141.281,7091100
5/12/2000,141.813,142.813,5960800
5/15/2000,142.75,145.281,4441300
5/16/2000,146.563,146.688,8192200
5/17/2000,145.688,145.156,5907200
5/18/2000,145.625,143.375,4325600
5/19/2000,142.563,141.125,6518400
5/22/2000,141.25,140.063,10839400
5/23/2000,140.438,138,7979200
5/24/2000,138,140.25,11084500
5/25/2000,140.688,137.844,8278900
5/26/2000,138.813,138,4814000
5/30/2000,140,142.5,5362700
5/31/2000,142.563,142.813,6056500
6/1/2000,143.688,145.313,8961600
6/2/2000,148.938,147.844,8962200
6/5/2000,147.469,147.125,6998100
6/6/2000,146.625,146.469,4858900
6/7/2000,146.625,147.484,4919500
6/8/2000,147.5,146.906,5723100
6/9/2000,147.5,146.594,3085300
6/12/2000,146.969,144.875,3478900
6/13/2000,144.813,147.594,6558700
6/14/2000,148.25,147.844,6420500
6/15/2000,148.125,148.156,5881200
6/16/2000,148.313,146.594,5567900
6/19/2000,146.469,148.469,5106900
6/20/2000,148.188,147.938,6480000
6/21/2000,146.938,147.875,3115000
6/22/2000,147.563,145.625,7490500
6/23/2000,145.813,144.375,4863300
6/26/2000,145.375,146.234,5201300
6/27/2000,145.984,145.156,4159500
6/28/2000,145.625,145.563,5347700
6/29/2000,144.75,144.188,6345700
6/30/2000,143.938,145.281,7420200
7/3/2000,145.438,147.281,1436600
7/5/2000,146.375,144.625,2748200
7/6/2000,144.938,145.75,5963200
7/7/2000,146.688,148.094,3034800
7/10/2000,147.875,147.844,2816100
7/11/2000,147.469,148.156,5431600
7/12/2000,149.281,149.125,5883000
7/13/2000,149.984,149.781,5356000
7/14/2000,150.438,151.25,5341900
7/17/2000,150.984,151,4208300
7/18/2000,150.625,149.766,4262100
7/19/2000,149.469,148.563,8506800
7/20/2000,149,150.625,4538900
7/21/2000,149.75,147.688,5656900
7/24/2000,148.125,146.844,5628500
7/25/2000,147.75,147.313,4757100
7/26/2000,146.969,145.875,12062500
7/27/2000,145.938,145.375,7652600
7/28/2000,145.719,142.094,6229500
7/31/2000,142.938,143,5265500
8/1/2000,143.625,143.875,3946600
8/2/2000,143.875,144.594,7439800
8/3/2000,142.875,145.594,4607100
8/4/2000,146.313,146.375,3686600
8/7/2000,146.719,148.125,4159800
8/8/2000,147.5,148.688,3658700
8/9/2000,149.141,147.438,5383800
8/10/2000,147.531,146.719,4193400
8/11/2000,146.625,147.406,5089400
8/14/2000,147.781,149.281,2966700
8/15/2000,149.344,149.156,5564600
8/16/2000,149.313,148.625,5191600
8/17/2000,148.688,150.188,5652200
8/18/2000,150.375,149.688,4626400
8/21/2000,150.031,150.5,2380600
8/22/2000,150.563,150.25,3075300
8/23/2000,149.813,150.844,5483200
8/24/2000,151.156,151.313,4529000
8/25/2000,151.156,151.25,2822200
8/28/2000,151.25,151.766,5518700
8/29/2000,151.438,151.797,3561900
8/30/2000,151.313,150.344,3964800
8/31/2000,151.063,152.344,4863100
9/1/2000,153.25,152.5,3191200
9/5/2000,151.875,151.281,3470800
9/6/2000,151.188,149.563,4322200
9/7/2000,150.25,150.844,4265500
9/8/2000,150.281,149.813,3518200
9/11/2000,149.75,149.594,3937500
9/12/2000,149.75,148.5,4769100
9/13/2000,148,148.891,7691600
9/14/2000,149.875,149.641,3397100
9/15/2000,148.188,146,4085700
9/18/2000,146.375,144.656,5109300
9/19/2000,145.125,145.969,6588200
9/20/2000,145.688,144.891,6508100
9/21/2000,144.469,142.688,5972300
9/22/2000,142.625,145.281,7791300
9/25/2000,145.938,144.25,9726300
9/26/2000,144.375,142.406,5302400
9/27/2000,143.563,143.156,7186200
9/28/2000,143.188,145,7036400
9/29/2000,145.469,143.625,9333600
10/2/2000,144.281,143.844,5517800
10/3/2000,144.531,142.5,9347200
10/4/2000,142.875,143.688,6149000
10/5/2000,143.406,144.188,4566900
10/6/2000,143.875,141.063,10014900
10/9/2000,141.313,140,4508000
10/10/2000,140.094,137.688,6104700
10/11/2000,137.625,136.531,10366000
10/12/2000,137.281,133.125,12336900
10/13/2000,132.938,137.563,11778800
10/16/2000,137.406,138.188,5659000
10/17/2000,138.438,134.75,7831700
10/18/2000,132.625,134.25,10897300
10/19/2000,136.844,139.281,8767300
10/20/2000,138.375,139.906,7373500
10/23/2000,139.938,140.531,5290000
10/24/2000,140.969,139.594,5750700
10/25/2000,138.75,136.313,9137600
10/26/2000,137.125,136.688,9345800
10/27/2000,137.875,139.281,9762900
10/30/2000,138.438,140.531,10154100
10/31/2000,141.016,142.953,7752400
11/1/2000,142.25,142.469,6753600
11/2/2000,143.156,142.703,11395100
11/3/2000,143.469,142.781,5187100
11/6/2000,143.156,143.781,4042500
11/7/2000,143.141,143.75,5231300
11/8/2000,144.063,140.563,6123300
11/9/2000,140,140.031,10635300
11/10/2000,139,136.625,8569500
11/13/2000,135.625,135.563,17285300
11/14/2000,137.469,139.125,7668900
11/15/2000,139.063,139.563,8837700
11/16/2000,138.578,137.375,6684100
11/17/2000,137.313,136.641,6551100
11/20/2000,135.75,134.688,5458500
11/21/2000,134.875,135.375,7684300
11/22/2000,134.344,132.141,5736900
11/24/2000,133.625,134.844,3411600
11/27/2000,136.469,136.031,5992000
11/28/2000,135.125,133.688,5336100
11/29/2000,134.375,133.438,6914100
11/30/2000,132.5,132.281,11201600
12/1/2000,133.188,132.219,7587200
12/4/2000,131.875,133.344,6996600
12/5/2000,134.875,137.719,8883400
12/6/2000,137.781,135.516,12888000
12/7/2000,134.875,133.656,6529100
12/8/2000,137.063,133.969,10276300
12/11/2000,137.375,138.625,6405600
12/12/2000,138.188,138.031,5022900
12/13/2000,139.25,136.141,6070500
12/14/2000,135.875,134.406,7778400
12/15/2000,133.125,130.969,9065300
12/18/2000,132.063,132.719,7235400
12/19/2000,132.469,130.016,9616700
12/20/2000,128.625,126.25,9994300
12/21/2000,126,127.125,14331500
12/22/2000,129,130.938,10182900
12/26/2000,130.844,132.344,4665300
12/27/2000,132,133.313,4854100
12/28/2000,132.813,133.719,8358700
12/29/2000,134.063,131.188,8774600
1/2/2001,132,128.813,8737500
1/3/2001,128.313,135,19431600
1/4/2001,134.938,133.547,9219000
1/5/2001,133.469,129.188,12911400
1/8/2001,129.875,130.188,6625300
1/9/2001,131.047,129.844,5702400
1/10/2001,129,132.125,8746100
1/11/2001,131.094,132.25,7245300
1/12/2001,132.688,132,7244000
1/16/2001,132,132.844,8542200
1/17/2001,134.844,133.453,7851400
1/18/2001,133.438,134.781,8107000
1/19/2001,136.188,134.016,7782500
1/22/2001,134.25,134.906,7050900
1/23/2001,134.469,135.969,8463100
1/24/2001,136.25,136.375,6199900
1/25/2001,136.25,136.031,10818300
1/26/2001,135.156,135.875,7136800
1/29/2001,135.5,136.6,6705900
1/30/2001,136.3,137.8,7069100
1/31/2001,137.4,137.02,9706900
2/1/2001,137.1,137.93,8239600
2/2/2001,137.4,134.8,8276700
2/5/2001,134.8,135.79,4352900
2/6/2001,135.3,135.39,7106700
2/7/2001,134.72,134.69,5748700
2/8/2001,134.8,133.12,5943300
2/9/2001,133.35,131.84,9913000
2/12/2001,131.7,133.35,5804400
2/13/2001,133.7,132.26,6587600
2/14/2001,132.65,132.06,8400100
2/15/2001,132.84,133.34,5929800
2/16/2001,131,130.4,6434900
2/20/2001,131.04,128.39,5760000
2/21/2001,127.9,125.62,10910800
2/22/2001,126.35,125.81,21281600
2/23/2001,125.08,124.96,20173000
2/26/2001,125.8,127.62,11503700
2/27/2001,126.8,126.44,11415200
2/28/2001,126.75,123.95,14831100
3/1/2001,124.05,124.6,14672000
3/2/2001,122.5,123.61,12564300
3/5/2001,124.15,124.74,5293200
3/6/2001,126.35,126.08,6917000
3/7/2001,126.9,126.98,6371700
3/8/2001,126.6,127.12,6055000
3/9/2001,126.1,123.36,10020300
3/12/2001,122.34,118.08,13973100
3/13/2001,119.4,120.02,12888000
3/14/2001,117.05,117.65,19883400
3/15/2001,118.45,117.68,10370300
3/16/2001,117.13,115.01,58515700
3/19/2001,115.76,117.35,10067800
3/20/2001,117.9,114.2,15086900
3/21/2001,114.18,112.26,19004700
3/22/2001,112.02,111.12,28626600
3/23/2001,113.25,114.48,12861700
3/26/2001,115.7,115.94,9944800
3/27/2001,115.62,118.31,12882000
3/28/2001,116.9,115.04,10953300
3/29/2001,114.56,115.48,12061600
3/30/2001,115.55,116.69,9183600
4/2/2001,116.3,114.2,10561000
4/3/2001,113.98,110.39,12838000
4/4/2001,110.578,110.85,14887300
4/5/2001,113.3,115.05,21528500
4/6/2001,113.991,113.3,14937800
4/9/2001,114,114.56,9036900
4/10/2001,115.45,116.65,17877100
4/11/2001,118.78,116.73,12735100
4/12/2001,116.3,118.85,9233200
4/16/2001,118.29,117.6,7351000
4/17/2001,117.31,119.26,10927400
4/18/2001,121.06,124,32495000
4/19/2001,124.25,125.65,13810800
4/20/2001,124.9,124.5,7626700
4/23/2001,123.65,122.24,8451800
4/24/2001,122.52,121.58,10046800
4/25/2001,121.42,123.17,8249000
4/26/2001,123.73,123.72,10590700
4/27/2001,124.92,125.78,8048900
4/30/2001,126.45,124.91,10766900
5/1/2001,125.07,127.05,10578300
5/2/2001,127.41,126.82,9572900
5/3/2001,126.13,125.21,9926200
5/4/2001,123.65,127.34,12145300
5/7/2001,126.86,126.24,7185200
5/8/2001,126.86,126.18,6952900
5/9/2001,125.25,125.65,9507400
5/10/2001,127.26,126.02,6872400
5/11/2001,126,125.15,7739400
5/14/2001,124.9,125.4,7914000
5/15/2001,125.55,125.98,9782500
5/16/2001,124.84,128.95,14916200
5/17/2001,129.005,129.15,11828900
5/18/2001,129.09,129.74,6683300
5/21/2001,129.84,131.65,11532100
5/22/2001,131.83,131.48,8343200
5/23/2001,131.05,129.25,12331000
5/24/2001,129.47,129.63,7906300
5/25/2001,129.65,128.1,7425000
5/29/2001,128.226,127.08,9012300
5/30/2001,126.59,125.3,10041800
5/31/2001,125.43,125.95,9875200
6/1/2001,126.2,126.73,8848300
6/4/2001,126.8,127.34,5634700
6/5/2001,127.49,128.8,9115900
6/6/2001,128.83,127.73,12067600
6/7/2001,127.05,128.19,7358900
6/8/2001,127.7,127,8170600
6/11/2001,126.71,126.1,7012200
6/12/2001,124.86,125.88,9369200
6/13/2001,126.17,124.8,7629600
6/14/2001,124.18,122,12603300
6/15/2001,120.91,121.85,16821300
6/18/2001,121.65,121.26,11376600
6/19/2001,122.38,121.79,7732300
6/20/2001,121.19,122.43,8787200
6/21/2001,122.22,123.82,12259100
6/22/2001,123.49,122.85,12212000
6/25/2001,123.28,121.72,8406800
6/26/2001,120.9,121.55,8006900
6/27/2001,121.6,121.48,10105100
6/28/2001,122,122.15,10271000
6/29/2001,122.8,122.6,9824200
7/2/2001,122.8,124.13,8522400
7/3/2001,123.98,124.1,3303100
7/5/2001,123.07,121.68,5520900
7/6/2001,121.31,119.05,11666200
7/9/2001,119.491,119.7,8340500
7/10/2001,120.29,118.26,8631900
7/11/2001,118.1,118.38,15374000
7/12/2001,119.5,121.19,12004800
7/13/2001,120.84,122.24,10433800
7/16/2001,121.77,120.71,6915300
7/17/2001,120.2,121.84,7470300
7/18/2001,120.56,121.01,7710300
7/19/2001,122.18,122.07,10083000
7/20/2001,121.15,121.34,6705800
7/23/2001,121.8,118.95,8067200
7/24/2001,119,117.8,12271000
7/25/2001,117.92,119.1,12090900
7/26/2001,119.06,120.35,12930100
7/27/2001,120.83,120.81,8481800
7/30/2001,121.19,120.85,8547700
7/31/2001,121,121.35,11918600
8/1/2001,121.97,122.11,11941800
8/2/2001,123.23,122.61,11070200
8/3/2001,122.36,121.94,10817900
8/6/2001,121.35,120.3,8550400
8/7/2001,120.27,120.77,8865100
8/8/2001,120.12,118.53,15183800
8/9/2001,118.7,118.88,14118500
8/10/2001,118.8,119.29,11173300
8/13/2001,119.6,119.32,7435400
8/14/2001,120.14,119.27,13178100
8/15/2001,119.23,118.24,8520600
8/16/2001,117.8,118.65,10735800
8/17/2001,117.65,116.75,11604600
8/20/2001,116.8,117.83,10417400
8/21/2001,117.8,115.82,14481500
8/22/2001,116.75,117.02,11752900
8/23/2001,116.96,116.6,8750300
8/24/2001,117.21,119.02,11688900
8/27/2001,118.97,118.31,7428100
8/28/2001,118.28,116.58,12046600
8/29/2001,117.13,115.54,16181800
8/30/2001,114.85,113.32,17693300
8/31/2001,113.4,114.15,15985700
9/4/2001,113.85,113.42,24476400
9/5/2001,113.7,113.7,21477700
9/6/2001,112.65,110.77,21655500
9/7/2001,110.02,108.72,33133900
9/10/2001,107.7,110.05,23409000
9/17/2001,101,104.3,32393800
9/18/2001,104.33,104.05,22029200
9/19/2001,104.1,101.95,42772100
9/20/2001,100.4,98.71,36212800
9/21/2001,94.05,97.28,49783500
9/24/2001,99.729,100.7,25549900
9/25/2001,100.751,101.75,25466200
9/26/2001,102.35,101.39,18587700
9/27/2001,101.25,102.27,20536800
9/28/2001,102.98,104.44,21787700
10/1/2001,103.9,104.27,20457800
10/2/2001,104,105.58,19833600
10/3/2001,104.6,107.35,32070900
10/4/2001,108.29,107.44,32676200
10/5/2001,107.25,107.23,29830200
10/8/2001,106.279,106.53,12971200
10/9/2001,106.61,105.96,15976300
10/10/2001,105.8,108.32,19992400
10/11/2001,108.95,110,23011600
10/12/2001,109.15,109.5,31363500
10/15/2001,108.63,109.3,16875000
10/16/2001,109.8,109.99,15885900
10/17/2001,111.07,107.65,28601700
10/18/2001,107.82,107.42,16521100
10/19/2001,107,107.35,21916300
10/22/2001,107.3,109.47,17571200
10/23/2001,109.96,108.91,22064500
10/24/2001,108.98,108.62,16065400
10/25/2001,107.45,110.57,27504000
10/26/2001,109.95,110.32,18623700
10/29/2001,110.16,107.45,18743900
10/30/2001,107.35,106.16,26203400
10/31/2001,106.9,105.8,28132000
11/1/2001,106.6,108.51,29807300
11/2/2001,108.44,109.25,17577900
11/5/2001,110.12,110.68,16100900
11/6/2001,110.35,112.4,23248100
11/7/2001,111.77,112.25,19717800
11/8/2001,112.87,112.6,22749200
11/9/2001,112.25,112.72,15897500
11/12/2001,111,112.03,26096600
11/13/2001,113.44,114.55,15347100
11/14/2001,115.17,114.66,17595500
11/15/2001,114.37,114.87,19472500
11/16/2001,115.08,114.36,18135900
11/19/2001,114.92,115.77,13683800
11/20/2001,115.37,114.8,16223000
11/21/2001,114.501,114.04,11471100
11/23/2001,114.04,115.68,6716900
11/26/2001,115.75,115.93,13729700
11/27/2001,115.62,115.43,19266400
11/28/2001,114.74,113.34,20247200
11/29/2001,113.662,114.87,17267900
11/30/2001,114.4,114.05,13680400
12/3/2001,113.65,113.37,15220400
12/4/2001,113.918,115.29,17245800
12/5/2001,115.61,117.4,25204000
12/6/2001,117.349,117.34,17972900
12/7/2001,116.9,116.56,18908000
12/10/2001,115.85,114.38,13862800
12/11/2001,114.9,114.15,20833500
12/12/2001,114.55,114.28,16172400
12/13/2001,113.45,112.06,19037900
12/14/2001,112.33,113.13,16723100
12/17/2001,112.99,114.3,13947300
12/18/2001,114.63,114.98,13664000
12/19/2001,114.09,115.79,20147400
12/20/2001,115.5,114.65,14867900
12/21/2001,115.03,114.95,14042700
12/24/2001,114.83,114.73,5728800
12/26/2001,114.65,115.36,10307900
12/27/2001,115.301,116.06,9407300
12/28/2001,116.29,116,10593800
12/31/2001,116.15,114.3,14620200
1/2/2002,115.11,115.53,18652200
1/3/2002,115.65,116.84,15743100
1/4/2002,117.17,117.62,20140700
1/7/2002,117.7,116.79,13106500
1/8/2002,116.798,116.52,12687200
1/9/2002,116.68,115.57,16616900
1/10/2002,115.695,116.08,12823400
1/11/2002,116.21,114.94,13708500
1/14/2002,114.65,114.22,12304300
1/15/2002,114.55,115.15,20221400
1/16/2002,114.3,112.82,17077200
1/17/2002,113.76,113.67,17707900
1/18/2002,113,113.15,17028200
1/22/2002,113.75,112.29,11472400
1/23/2002,112.63,113.23,12439100
1/24/2002,113.64,113.58,12163100
1/25/2002,113.12,113.55,12810700
1/28/2002,113.9,113.86,10589500
1/29/2002,113.851,110.28,27736100
1/30/2002,110.39,111.87,34712000
1/31/2002,112.15,113.18,19910100
2/1/2002,113.09,112.65,15838500
2/4/2002,112.23,109.85,24247500
2/5/2002,109.4,109.17,33614000
2/6/2002,109.65,108.7,29670400
2/7/2002,108.72,108.02,23450200
